iter	MultiClass
1492	1.145229252
1493	1.145192678
1494	1.145146087
1495	1.145140836
1496	1.145015557
1497	1.144963621
1498	1.144851432
1499	1.144842995
1500	1.144833395
1501	1.144781073
1502	1.144713795
1503	1.144669442
1504	1.14463933
1505	1.144599495
1506	1.144523337
1507	1.144477154
1508	1.144315532
1509	1.144227815
1510	1.144146374
1511	1.144035842
1512	1.143990347
1513	1.1439479
1514	1.14388917
1515	1.143800493
1516	1.143722589
1517	1.143676157
1518	1.143590936
1519	1.143565205
1520	1.143513477
1521	1.143477384
1522	1.143347289
1523	1.143195972
1524	1.143149126
1525	1.143110798
1526	1.14294072
1527	1.142927958
1528	1.142879657
1529	1.142852022
1530	1.142717536
1531	1.142679925
1532	1.142552113
1533	1.142512726
1534	1.142473766
1535	1.142465125
1536	1.142455089
1537	1.142330576
1538	1.14232705
1539	1.142292825
1540	1.142186117
1541	1.142119948
1542	1.142067511
1543	1.142059512
1544	1.142018682
1545	1.142010942
1546	1.141929126
1547	1.14182825
1548	1.141747354
1549	1.141623317
1550	1.141545133
1551	1.141491018
1552	1.141481725
1553	1.141467105
1554	1.141360006
1555	1.141339096
1556	1.141291077
1557	1.141220412
1558	1.141122271
1559	1.140991041
1560	1.140963667
1561	1.140734442
1562	1.140689127
1563	1.140687216
1564	1.140663607
1565	1.140547598
1566	1.140535779
1567	1.140518196
1568	1.140477559
1569	1.140413987
1570	1.140345924
1571	1.14025536
1572	1.140158595
1573	1.140064789
1574	1.140052519
1575	1.140002036
1576	1.139978167
1577	1.139902527
1578	1.139870069
1579	1.139843286
1580	1.139757805
1581	1.139626843
1582	1.139574861
1583	1.139480075
1584	1.139436489
1585	1.139380046
1586	1.139297052
1587	1.139236658
1588	1.139143301
1589	1.139057536
1590	1.13901162
1591	1.139001717
1592	1.138957949
1593	1.138926752
1594	1.138914807
1595	1.138867776
1596	1.138826309
1597	1.138817971
1598	1.138680665
1599	1.138638003
1600	1.138597276
1601	1.138344621
1602	1.138307246
1603	1.138204399
1604	1.138153918
1605	1.138122556
1606	1.138045351
1607	1.137951089
1608	1.137934816
1609	1.137894953
1610	1.137850311
1611	1.13782391
1612	1.137810093
1613	1.13780512
1614	1.137716484
1615	1.137694996
1616	1.137672281
1617	1.137621609
1618	1.137536534
1619	1.137409436
1620	1.137273826
1621	1.137252704
1622	1.137171271
1623	1.137134817
1624	1.137125426
1625	1.136996812
1626	1.13697012
1627	1.136889143
1628	1.136846241
1629	1.13676685
1630	1.1367252
1631	1.136600819
1632	1.136573211
1633	1.136502892
1634	1.136458717
1635	1.136435906
1636	1.136391833
1637	1.136268068
1638	1.136227122
1639	1.136224423
1640	1.136101702
1641	1.13599069
1642	1.135921032
1643	1.135882873
1644	1.135831461
1645	1.135760384
1646	1.135679959
1647	1.135644683
1648	1.135565998
1649	1.135440175
1650	1.135327724
1651	1.135283209
1652	1.13525731
1653	1.135222826
1654	1.135196924
1655	1.135190202
1656	1.135147467
1657	1.13513893
1658	1.135123041
1659	1.135017141
1660	1.134984518
1661	1.134886847
1662	1.134860135
1663	1.13485466
